context,question,text,title,
"Hey, Mark and Floyd. Did you guys see the memo about the upcoming changes to the travel expense policy?
Yes, Samantha. I'm glad the company has decided to increase the amount that employees will be reimbursed for transportation to $5,000 per trip.
That'll really help when booking flights for business trips.
Don't you think it's a bit high? On my last business trip, I didn't spend more than $5,000 per trip. I didn't spend more than $1,600 for all my travel expenses.
Sure... but your team members don't have to travel internationally
Exactly. Members of the technology team, like Floyd and I, go abroad frequently to complete projects.
Oh, right. I forgot that your department is putting in the computer system for on of our international partners' new headquarters.","What is the name of the person who didn't spend more than $1,600 for all travel expenses?",Samantha,meeting_24,123
"Hey, Mark and Floyd. Did you guys see the memo about the upcoming changes to the travel expense policy?
Yes, Samantha. I'm glad the company has decided to increase the amount that employees will be reimbursed for transportation to $5,000 per trip.
That'll really help when booking flights for business trips.
Don't you think it's a bit high? On my last business trip, I didn't spend more than $5,000 per trip. I didn't spend more than $1,600 for all my travel expenses.
Sure... but your team members don't have to travel internationally
Exactly. Members of the technology team, like Floyd and I, go abroad frequently to complete projects.
Oh, right. I forgot that your department is putting in the computer system for on of our international partners' new headquarters.",What is the department name Mark and Floyd belongs?,the technology team,meeting_24,123
"Hey, Mark and Floyd. Did you guys see the memo about the upcoming changes to the travel expense policy?
Yes, Samantha. I'm glad the company has decided to increase the amount that employees will be reimbursed for transportation to $5,000 per trip.
That'll really help when booking flights for business trips.
Don't you think it's a bit high? On my last business trip, I didn't spend more than $5,000 per trip. I didn't spend more than $1,600 for all my travel expenses.
Sure... but your team members don't have to travel internationally
Exactly. Members of the technology team, like Floyd and I, go abroad frequently to complete projects.
Oh, right. I forgot that your department is putting in the computer system for on of our international partners' new headquarters.",Why dose Mark and Floyd go abroad frequently?,to complete projects,meeting_24,123
"Ms. Ellison, is it possible for us to get new computer monitors for the office? The graphic designers say the resolution quality of our current computer screens is rather poor. It seems to negatively impact their work.
I've been meaning to do that for quite a while. We couldn't afford to upgrade in the past, but we have enough funds this month. I'll ask the office manager to order high-resolution monitors for all our designers.
They will certainly appreciate that. And if you're unsure about which models to get, I can ask the staff for their opinions on the matter.",What does the graphic designer say?,the resolution quality of our current computer screens is rather poor,meeting_25,98
"Ms. Ellison, is it possible for us to get new computer monitors for the office? The graphic designers say the resolution quality of our current computer screens is rather poor. It seems to negatively impact their work.
I've been meaning to do that for quite a while. We couldn't afford to upgrade in the past, but we have enough funds this month. I'll ask the office manager to order high-resolution monitors for all our designers.
They will certainly appreciate that. And if you're unsure about which models to get, I can ask the staff for their opinions on the matter.",Why can they upgrade their computer monitor?,have enough funds this month.,meeting_25,98
"Ms. Ellison, is it possible for us to get new computer monitors for the office? The graphic designers say the resolution quality of our current computer screens is rather poor. It seems to negatively impact their work.
I've been meaning to do that for quite a while. We couldn't afford to upgrade in the past, but we have enough funds this month. I'll ask the office manager to order high-resolution monitors for all our designers.
They will certainly appreciate that. And if you're unsure about which models to get, I can ask the staff for their opinions on the matter.",What will the office manager be asked to?,to order high-resolution monitors for all our designers,meeting_25,98
"Ms. Ellison, is it possible for us to get new computer monitors for the office? The graphic designers say the resolution quality of our current computer screens is rather poor. It seems to negatively impact their work.
I've been meaning to do that for quite a while. We couldn't afford to upgrade in the past, but we have enough funds this month. I'll ask the office manager to order high-resolution monitors for all our designers.
They will certainly appreciate that. And if you're unsure about which models to get, I can ask the staff for their opinions on the matter.",What is the name of office manager?,,meeting_25,98
"Ms. Ellison, is it possible for us to get new computer monitors for the office? The graphic designers say the resolution quality of our current computer screens is rather poor. It seems to negatively impact their work.
I've been meaning to do that for quite a while. We couldn't afford to upgrade in the past, but we have enough funds this month. I'll ask the office manager to order high-resolution monitors for all our designers.
They will certainly appreciate that. And if you're unsure about which models to get, I can ask the staff for their opinions on the matter.",How can they do if unsure about which models to get?,ask the staff for their opinions on the matter.,meeting_25,98
"Hi, Adrian. I need to talk to you about our plans for tomorrow. I know I offered to drive us to the amusement park in the morning. but I don't think I'll be able to. For some reason, my car won't start. I'm going to have it towed to a repair center to be fixed. 
That's OK. Rachel should still have room in her van, so I'm sure we can ride with her instead.
Great. Do you think she will also be able to pick me up from my house? Since I won't have a vehicle, it will be hard for me to meet up with everyone.
I don't think she'll mind, but I'll ask her anyway.",What is the Purpose of the meeting?,need to talk to you about our plans for tomorrow.,meeting_26,115
"Hi, Adrian. I need to talk to you about our plans for tomorrow. I know I offered to drive us to the amusement park in the morning. but I don't think I'll be able to. For some reason, my car won't start. I'm going to have it towed to a repair center to be fixed. 
That's OK. Rachel should still have room in her van, so I'm sure we can ride with her instead.
Great. Do you think she will also be able to pick me up from my house? Since I won't have a vehicle, it will be hard for me to meet up with everyone.
I don't think she'll mind, but I'll ask her anyway.",What did they agree upon?,"Rachel should still have room in her van, so I'm sure we can ride with her instead.",meeting_26,115
"Hi, Adrian. I need to talk to you about our plans for tomorrow. I know I offered to drive us to the amusement park in the morning. but I don't think I'll be able to. For some reason, my car won't start. I'm going to have it towed to a repair center to be fixed. 
That's OK. Rachel should still have room in her van, so I'm sure we can ride with her instead.
Great. Do you think she will also be able to pick me up from my house? Since I won't have a vehicle, it will be hard for me to meet up with everyone.
I don't think she'll mind, but I'll ask her anyway.",What problem has been undertaken?,"For some reason, my car won't start. I'm going to have it towed to a repair center to be fixed.",meeting_26,115
"Hi, Adrian. I need to talk to you about our plans for tomorrow. I know I offered to drive us to the amusement park in the morning. but I don't think I'll be able to. For some reason, my car won't start. I'm going to have it towed to a repair center to be fixed. 
That's OK. Rachel should still have room in her van, so I'm sure we can ride with her instead.
Great. Do you think she will also be able to pick me up from my house? Since I won't have a vehicle, it will be hard for me to meet up with everyone.
I don't think she'll mind, but I'll ask her anyway.",Where is the repair center?,,meeting_26,115
"Hi, Adrian. I need to talk to you about our plans for tomorrow. I know I offered to drive us to the amusement park in the morning. but I don't think I'll be able to. For some reason, my car won't start. I'm going to have it towed to a repair center to be fixed. 
That's OK. Rachel should still have room in her van, so I'm sure we can ride with her instead.
Great. Do you think she will also be able to pick me up from my house? Since I won't have a vehicle, it will be hard for me to meet up with everyone.
I don't think she'll mind, but I'll ask her anyway.",What is the conclusion? ,I'll ask her anyway.,meeting_26,115
"Beth. I'm glad I caught you. Our company is designing Fieldstone Incorporated's new Portland office, so I'm meeting with one of their representatives next week to discuss the project time table. I'd like you to join me. 
OK. I heard about the new contract, but I didn't know I'd be involved. I assume you're going to be running the project, right? 
I'm helping out during the early stages. As Jenna Adams is the team leader, I won't really have a supervisory role. 
This is going to be her first time in a management role, isn't it? 
Yes. But she has worked on similar projects in the past, so I'm confident that she will do well.",What contract is our company doing?,designing Fieldstone Incorporated's new Portland office,meeting_27,111
"Beth. I'm glad I caught you. Our company is designing Fieldstone Incorporated's new Portland office, so I'm meeting with one of their representatives next week to discuss the project time table. I'd like you to join me. 
OK. I heard about the new contract, but I didn't know I'd be involved. I assume you're going to be running the project, right? 
I'm helping out during the early stages. As Jenna Adams is the team leader, I won't really have a supervisory role. 
This is going to be her first time in a management role, isn't it? 
Yes. But she has worked on similar projects in the past, so I'm confident that she will do well.",What is the Purpose of the meeting?,I'd like you to join me. ,meeting_27,111
"Beth. I'm glad I caught you. Our company is designing Fieldstone Incorporated's new Portland office, so I'm meeting with one of their representatives next week to discuss the project time table. I'd like you to join me. 
OK. I heard about the new contract, but I didn't know I'd be involved. I assume you're going to be running the project, right? 
I'm helping out during the early stages. As Jenna Adams is the team leader, I won't really have a supervisory role. 
This is going to be her first time in a management role, isn't it? 
Yes. But she has worked on similar projects in the past, so I'm confident that she will do well.",Waht is the name of the team leader?,Jenna Adams ,meeting_27,111
"Beth. I'm glad I caught you. Our company is designing Fieldstone Incorporated's new Portland office, so I'm meeting with one of their representatives next week to discuss the project time table. I'd like you to join me. 
OK. I heard about the new contract, but I didn't know I'd be involved. I assume you're going to be running the project, right? 
I'm helping out during the early stages. As Jenna Adams is the team leader, I won't really have a supervisory role. 
This is going to be her first time in a management role, isn't it? 
Yes. But she has worked on similar projects in the past, so I'm confident that she will do well.",When will the next meeting be held?,next week,meeting_27,111
"Beth. I'm glad I caught you. Our company is designing Fieldstone Incorporated's new Portland office, so I'm meeting with one of their representatives next week to discuss the project time table. I'd like you to join me. 
OK. I heard about the new contract, but I didn't know I'd be involved. I assume you're going to be running the project, right? 
I'm helping out during the early stages. As Jenna Adams is the team leader, I won't really have a supervisory role. 
This is going to be her first time in a management role, isn't it? 
Yes. But she has worked on similar projects in the past, so I'm confident that she will do well.",What is the conclusion?,,meeting_27,111
"Do you wanna join me this Friday for an event? Gallery Blue is holding a show of the latest work of sculptor Kerry Marx then. 
Sure. I'm quite fond of her sculptures. When should we head there?
How does 7 P.M. sound? If you want, we can grab dinner beforehand as well. 
That sounds good. Ellen, would you like to come, too? 
I can't, since I'm busy Friday. However, I have a gift certificate for Harris Kitchen that I can give you. It expires on Saturday, so someone should use it. 
That'd be great, Ellen. Harris Kitchen is within the vicinity of the gallery. 
Wonderful. Well, I'll get you the certificate tomorrow.",What is the Friday night events?,Gallery Blue is holding a show of the latest work of sculptor Kerry Marx then,meeting_28,106
"Do you wanna join me this Friday for an event? Gallery Blue is holding a show of the latest work of sculptor Kerry Marx then. 
Sure. I'm quite fond of her sculptures. When should we head there?
How does 8 P.M. sound? If you want, we can grab dinner beforehand as well. 
That sounds good. Ellen, would you like to come, too? 
I can't, since I'm busy Friday. However, I have a gift certificate for Harris Kitchen that I can give you. It expires on Saturday, so someone should use it. 
That'd be great, Ellen. Harris Kitchen is within the vicinity of the gallery. 
Wonderful. Well, I'll get you the certificate tomorrow.",What is the Purpose of the meeting?,Do you wanna join me this Friday for an event? ,meeting_28,106
"Do you wanna join me this Friday for an event? Gallery Blue is holding a show of the latest work of sculptor Kerry Marx then. 
Sure. I'm quite fond of her sculptures. When should we head there?
How does 9 P.M. sound? If you want, we can grab dinner beforehand as well. 
That sounds good. Ellen, would you like to come, too? 
I can't, since I'm busy Friday. However, I have a gift certificate for Harris Kitchen that I can give you. It expires on Saturday, so someone should use it. 
That'd be great, Ellen. Harris Kitchen is within the vicinity of the gallery. 
Wonderful. Well, I'll get you the certificate tomorrow.",When will the next meeting be held?,9 P.M.,meeting_28,106
"Do you wanna join me this Friday for an event? Gallery Blue is holding a show of the latest work of sculptor Kerry Marx then. 
Sure. I'm quite fond of her sculptures. When should we head there?
How does 10 P.M. sound? If you want, we can grab dinner beforehand as well. 
That sounds good. Ellen, would you like to come, too? 
I can't, since I'm busy Friday. However, I have a gift certificate for Harris Kitchen that I can give you. It expires on Saturday, so someone should use it. 
That'd be great, Ellen. Harris Kitchen is within the vicinity of the gallery. 
Wonderful. Well, I'll get you the certificate tomorrow.",Why can't Ellen come event this Friday?,"I can't, since I'm busy Friday.",meeting_28,106
"Do you wanna join me this Friday for an event? Gallery Blue is holding a show of the latest work of sculptor Kerry Marx then. 
Sure. I'm quite fond of her sculptures. When should we head there?
How does 11 P.M. sound? If you want, we can grab dinner beforehand as well. 
That sounds good. Ellen, would you like to come, too? 
I can't, since I'm busy Friday. However, I have a gift certificate for Harris Kitchen that I can give you. It expires on Saturday, so someone should use it. 
That'd be great, Ellen. Harris Kitchen is within the vicinity of the gallery. 
Wonderful. Well, I'll get you the certificate tomorrow.",What is the conclusion?,"Harris Kitchen is within the vicinity of the gallery. 
Wonderful. Well, I'll get you the certificate tomorrow.",meeting_28,106
"Today marks an important development for both Hanaway Industries and Glarris Technologies. Now that our two companies have combined to form Hanaway and Glarris Incorporated, we are the largest information technology firm in Europe. By consolidating our resources, we have positioned ourselves to serve clients more successfully than ever. This will surely be a benefit to our customers and the industry as a whole. However, we have a lot of work to do before we become fully operational. To that effect, employees from both of the formerly separate companies must continue to establish effective communication with each other in order to improve efficiency. That will be our primary focus over the next two months.",What is the Purpose of the meeting?,an important development for both Hanaway Industries and Glarris Technologies.,meeting_29,114
"Today marks an important development for both Hanaway Industries and Glarris Technologies. Now that our two companies have combined to form Hanaway and Glarris Incorporated, we are the largest information technology firm in Europe. By consolidating our resources, we have positioned ourselves to serve clients more successfully than ever. This will surely be a benefit to our customers and the industry as a whole. However, we have a lot of work to do before we become fully operational. To that effect, employees from both of the formerly separate companies must continue to establish effective communication with each other in order to improve efficiency. That will be our primary focus over the next two months.",Why are they the largest information technology firm in Europe?,our two companies have combined to form Hanaway and Glarris Incorporated,meeting_29,114
"Today marks an important development for both Hanaway Industries and Glarris Technologies. Now that our two companies have combined to form Hanaway and Glarris Incorporated, we are the largest information technology firm in Europe. By consolidating our resources, we have positioned ourselves to serve clients more successfully than ever. This will surely be a benefit to our customers and the industry as a whole. However, we have a lot of work to do before we become fully operational. To that effect, employees from both of the formerly separate companies must continue to establish effective communication with each other in order to improve efficiency. That will be our primary focus over the next two months.",How have they positioned themselves to serve clients more successfully than ever?,By consolidating our resources,meeting_29,114
"Today marks an important development for both Hanaway Industries and Glarris Technologies. Now that our two companies have combined to form Hanaway and Glarris Incorporated, we are the largest information technology firm in Europe. By consolidating our resources, we have positioned ourselves to serve clients more successfully than ever. This will surely be a benefit to our customers and the industry as a whole. However, we have a lot of work to do before we become fully operational. To that effect, employees from both of the formerly separate companies must continue to establish effective communication with each other in order to improve efficiency. That will be our primary focus over the next two months.",Who is the speaker?,,meeting_29,114
"Today marks an important development for both Hanaway Industries and Glarris Technologies. Now that our two companies have combined to form Hanaway and Glarris Incorporated, we are the largest information technology firm in Europe. By consolidating our resources, we have positioned ourselves to serve clients more successfully than ever. This will surely be a benefit to our customers and the industry as a whole. However, we have a lot of work to do before we become fully operational. To that effect, employees from both of the formerly separate companies must continue to establish effective communication with each other in order to improve efficiency. That will be our primary focus over the next two months.",What is the conclusion?,employees from both of the formerly separate companies must continue to establish effective communication with each other in order to improve efficiency. That will be our primary focus over the next two months.,meeting_29,114
"Hello, Zack. My name is Allison Peng, and I'm calling from Creative Prime Agency. I've contacted several galleries in the Richmond area about your work and heard back from Electric Space downtown. The curator from that gallery expressed great interest in the contemporary paintings you created and said she'd be delighted to exhibit them there in October. Electric Space's art gallery is a newly renovated building with ample space for your large-scale landscapes. It's hard to imagine a better choice. So, please let me know if you'd like to take advantage of this wonderful opportunity.",What is the Purpose of the meeting?,please let me know if you'd like to take advantage of this wonderful opportunity.,meeting_30,95
"Hello, Zack. My name is Allison Peng, and I'm calling from Creative Prime Agency. I've contacted several galleries in the Richmond area about your work and heard back from Electric Space downtown. The curator from that gallery expressed great interest in the contemporary paintings you created and said she'd be delighted to exhibit them there in October. Electric Space's art gallery is a newly renovated building with ample space for your large-scale landscapes. It's hard to imagine a better choice. So, please let me know if you'd like to take advantage of this wonderful opportunity.",Where is Allison Peng calling from?,Creative Prime Agency,meeting_30,95
"Hello, Zack. My name is Allison Peng, and I'm calling from Creative Prime Agency. I've contacted several galleries in the Richmond area about your work and heard back from Electric Space downtown. The curator from that gallery expressed great interest in the contemporary paintings you created and said she'd be delighted to exhibit them there in October. Electric Space's art gallery is a newly renovated building with ample space for your large-scale landscapes. It's hard to imagine a better choice. So, please let me know if you'd like to take advantage of this wonderful opportunity.",What did curator expressed?,great interest in the contemporary paintings you created and said she'd be delighted to exhibit them there in October,meeting_30,95
"Hello, Zack. My name is Allison Peng, and I'm calling from Creative Prime Agency. I've contacted several galleries in the Richmond area about your work and heard back from Electric Space downtown. The curator from that gallery expressed great interest in the contemporary paintings you created and said she'd be delighted to exhibit them there in October. Electric Space's art gallery is a newly renovated building with ample space for your large-scale landscapes. It's hard to imagine a better choice. So, please let me know if you'd like to take advantage of this wonderful opportunity.",Where will the exhibition be held?,Electric Space's art gallery,meeting_30,95
"Hello, Zack. My name is Allison Peng, and I'm calling from Creative Prime Agency. I've contacted several galleries in the Richmond area about your work and heard back from Electric Space downtown. The curator from that gallery expressed great interest in the contemporary paintings you created and said she'd be delighted to exhibit them there in October. Electric Space's art gallery is a newly renovated building with ample space for your large-scale landscapes. It's hard to imagine a better choice. So, please let me know if you'd like to take advantage of this wonderful opportunity.",What is the conclusion?,please let me know if you'd like to take advantage of this wonderful opportunity.,meeting_30,95
"I just went through the income statement prepared by the accounting team. I'm a little concerned because sales have declined at many of the cosmetics stores we operate. 
I know. Apparently, our main competitor now offers an online service. Customers can order products through the company's Web site and have them delivered on the same day. 
That is a lot more convenient than visiting one of our shops in person. 
That's what I'm getting at. We need to figure out a way to be more competitive. Well, the solution seems obvious ... We should develop a similar service. 
Yeah, I'm going to put together a presentation about this for the CEO.",What is the Purpose of the meeting?,sales have declined at many of the cosmetics stores we operate,meeting_31,107
"I just went through the income statement prepared by the accounting team. I'm a little concerned because sales have declined at many of the cosmetics stores we operate. 
I know. Apparently, our main competitor now offers an online service. Customers can order products through the company's Web site and have them delivered on the same day. 
That is a lot more convenient than visiting one of our shops in person. 
That's what I'm getting at. We need to figure out a way to be more competitive. Well, the solution seems obvious ... We should develop a similar service. 
Yeah, I'm going to put together a presentation about this for the CEO.",Why have sales declined at many of the cosmetic store we operate?,our main competitor now offers an online service,meeting_31,107
"I just went through the income statement prepared by the accounting team. I'm a little concerned because sales have declined at many of the cosmetics stores we operate. 
I know. Apparently, our main competitor now offers an online service. Customers can order products through the company's Web site and have them delivered on the same day. 
That is a lot more convenient than visiting one of our shops in person. 
That's what I'm getting at. We need to figure out a way to be more competitive. Well, the solution seems obvious ... We should develop a similar service. 
Yeah, I'm going to put together a presentation about this for the CEO.",How many does customer order product through the company's Web site?,,meeting_31,107
"I just went through the income statement prepared by the accounting team. I'm a little concerned because sales have declined at many of the cosmetics stores we operate. 
I know. Apparently, our main competitor now offers an online service. Customers can order products through the company's Web site and have them delivered on the same day. 
That is a lot more convenient than visiting one of our shops in person. 
That's what I'm getting at. We need to figure out a way to be more competitive. Well, the solution seems obvious ... We should develop a similar service. 
Yeah, I'm going to put together a presentation about this for the CEO.",What is the conclusion?,We should develop a similar service,meeting_31,107
"I just went through the income statement prepared by the accounting team. I'm a little concerned because sales have declined at many of the cosmetics stores we operate. 
I know. Apparently, our main competitor now offers an online service. Customers can order products through the company's Web site and have them delivered on the same day. 
That is a lot more convenient than visiting one of our shops in person. 
That's what I'm getting at. We need to figure out a way to be more competitive. Well, the solution seems obvious ... We should develop a similar service. 
Yeah, I'm going to put together a presentation about this for the CEO.",What will they do next?,going to put together a presentation about this for the CEO,meeting_31,107
"Hey, Larry. How are things going here at the ticketing office? I just want to check and see if the new software we installed is working OK. 
Oh, it's been wonderful! It is easy to use and saves a lot of time. I've been able to serve twice as many customers as usual this morning. 
That's good news. I was hoping it would make your job easier. Do you think any other agents will need training on how to use it? 
Yes. Two new employees are starting next week, so I'll have to provide them with some instructions.",What is the Purpose of the meeting?,to check and see if the new software we installed is working OK. ,meeting_32,95
"Hey, Larry. How are things going here at the ticketing office? I just want to check and see if the new software we installed is working OK. 
Oh, it's been wonderful! It is easy to use and saves a lot of time. I've been able to serve twice as many customers as usual this morning. 
That's good news. I was hoping it would make your job easier. Do you think any other agents will need training on how to use it? 
Yes. Two new employees are starting next week, so I'll have to provide them with some instructions.",How does the new software?,easy to use and saves a lot of time,meeting_32,95
"Hey, Larry. How are things going here at the ticketing office? I just want to check and see if the new software we installed is working OK. 
Oh, it's been wonderful! It is easy to use and saves a lot of time. I've been able to serve twice as many customers as usual this morning. 
That's good news. I was hoping it would make your job easier. Do you think any other agents will need training on how to use it? 
Yes. Two new employees are starting next week, so I'll have to provide them with some instructions.",How many agents who need to be trained?,Two,meeting_32,95
"Hey, Larry. How are things going here at the ticketing office? I just want to check and see if the new software we installed is working OK. 
Oh, it's been wonderful! It is easy to use and saves a lot of time. I've been able to serve twice as many customers as usual this morning. 
That's good news. I was hoping it would make your job easier. Do you think any other agents will need training on how to use it? 
Yes. Two new employees are starting next week, so I'll have to provide them with some instructions.",When will new employees be provided with instruction?,next week,meeting_32,95
"Hey, Larry. How are things going here at the ticketing office? I just want to check and see if the new software we installed is working OK. 
Oh, it's been wonderful! It is easy to use and saves a lot of time. I've been able to serve twice as many customers as usual this morning. 
That's good news. I was hoping it would make your job easier. Do you think any other agents will need training on how to use it? 
Yes. Two new employees are starting next week, so I'll have to provide them with some instructions.",What is the conclusion?,,meeting_32,95
"My name's Steven. I'm a junior and my question is for Will McAvoy. Do you consider yourself a Democrat, a Republican or Independent? I consider myself a New York Jets fan, Steven. Since it's been brought up, you've almost religiously avoided stating or even implying a political allegiance. Is that because as a news anchor you feel the integrity of your broadcast would be compromised? That sounds like a good answer. I'll take it. There was a short piece on Vanity Fair's website by Marshall Westbrook, you probably saw it, where he calls you the ""Jay Leno of news anchors."" You're popular because you don't bother anyone. Yeah. How do you feel about that? Jealous of the size of Jay's audience. Are you willing to say here tonight whether you lean right or left? I've voted for candidates run by both major parties. Let's move on to the next question.",What is the main topic?,political allegiance,meeting_33,150
"My name's Steven. I'm a junior and my question is for Will McAvoy. Do you consider yourself a Democrat, a Republican or Independent? I consider myself a New York Jets fan, Steven. Since it's been brought up, you've almost religiously avoided stating or even implying a political allegiance. Is that because as a news anchor you feel the integrity of your broadcast would be compromised? That sounds like a good answer. I'll take it. There was a short piece on Vanity Fair's website by Marshall Westbrook, you probably saw it, where he calls you the ""Jay Leno of news anchors."" You're popular because you don't bother anyone. Yeah. How do you feel about that? Jealous of the size of Jay's audience. Are you willing to say here tonight whether you lean right or left? I've voted for candidates run by both major parties. Let's move on to the next question.",What did Steven do?,voted for candidates run by both major parties.,meeting_33,150
"My name's Steven. I'm a junior and my question is for Will McAvoy. Do you consider yourself a Democrat, a Republican or Independent? I consider myself a New York Jets fan, Steven. Since it's been brought up, you've almost religiously avoided stating or even implying a political allegiance. Is that because as a news anchor you feel the integrity of your broadcast would be compromised? That sounds like a good answer. I'll take it. There was a short piece on Vanity Fair's website by Marshall Westbrook, you probably saw it, where he calls you the ""Jay Leno of news anchors."" You're popular because you don't bother anyone. Yeah. How do you feel about that? Jealous of the size of Jay's audience. Are you willing to say here tonight whether you lean right or left? I've voted for candidates run by both major parties. Let's move on to the next question.",What will he do next?,move on to the next question,meeting_33,150
"My name's Steven. I'm a junior and my question is for Will McAvoy. Do you consider yourself a Democrat, a Republican or Independent? I consider myself a New York Jets fan, Steven. Since it's been brought up, you've almost religiously avoided stating or even implying a political allegiance. Is that because as a news anchor you feel the integrity of your broadcast would be compromised? That sounds like a good answer. I'll take it. There was a short piece on Vanity Fair's website by Marshall Westbrook, you probably saw it, where he calls you the ""Jay Leno of news anchors."" You're popular because you don't bother anyone. Yeah. How do you feel about that? Jealous of the size of Jay's audience. Are you willing to say here tonight whether you lean right or left? I've voted for candidates run by both major parties. Let's move on to the next question.",For whom was Steven's question?,Will McAvoy,meeting_33,150
"My name's Steven. I'm a junior and my question is for Will McAvoy. Do you consider yourself a Democrat, a Republican or Independent? I consider myself a New York Jets fan, Steven. Since it's been brought up, you've almost religiously avoided stating or even implying a political allegiance. Is that because as a news anchor you feel the integrity of your broadcast would be compromised? That sounds like a good answer. I'll take it. There was a short piece on Vanity Fair's website by Marshall Westbrook, you probably saw it, where he calls you the ""Jay Leno of news anchors."" You're popular because you don't bother anyone. Yeah. How do you feel about that? Jealous of the size of Jay's audience. Are you willing to say here tonight whether you lean right or left? I've voted for candidates run by both major parties. Let's move on to the next question.",Why is he popular?,because you don't bother anyone,meeting_33,150
"Hi. My name is Jenny. I'm a sophomore, and this is for all three of you. Can you say in one sentence or less... Um, you know what I mean. Can you say why America is the greatest country in the world? Diversity and opportunity. Lewis. Freedom and freedom. So let's keep it that way. Will. The New York Jets. No, I'm gonna hold you to an answer on that. What makes America the greatest country in the world? Well, Lewis and Sharon said it, diversity, and opportunity, and freedom and freedom. I'm not letting you go back to the airport without answering the question. Well, our Constitution is a masterpiece. James Madison was a genius. The Declaration of Independence is, for me, the single greatest piece of American writing. You don't look satisfied. One's a set of laws and the other's a declaration of war. I want a human moment from you. What about the people? Why is America... It's not the greatest country in the world, Professor. That's my answer.",Who is Jenny?,a sophomore,meeting_34,172
"Hi. My name is Jenny. I'm a sophomore, and this is for all three of you. Can you say in one sentence or less... Um, you know what I mean. Can you say why America is the greatest country in the world? Diversity and opportunity. Lewis. Freedom and freedom. So let's keep it that way. Will. The New York Jets. No, I'm gonna hold you to an answer on that. What makes America the greatest country in the world? Well, Lewis and Sharon said it, diversity, and opportunity, and freedom and freedom. I'm not letting you go back to the airport without answering the question. Well, our Constitution is a masterpiece. James Madison was a genius. The Declaration of Independence is, for me, the single greatest piece of American writing. You don't look satisfied. One's a set of laws and the other's a declaration of war. I want a human moment from you. What about the people? Why is America... It's not the greatest country in the world, Professor. That's my answer.",What did Jenny ask?,why America is the greatest country in the world,meeting_34,172
"Hi. My name is Jenny. I'm a sophomore, and this is for all three of you. Can you say in one sentence or less... Um, you know what I mean. Can you say why America is the greatest country in the world? Diversity and opportunity. Lewis. Freedom and freedom. So let's keep it that way. Will. The New York Jets. No, I'm gonna hold you to an answer on that. What makes America the greatest country in the world? Well, Lewis and Sharon said it, diversity, and opportunity, and freedom and freedom. I'm not letting you go back to the airport without answering the question. Well, our Constitution is a masterpiece. James Madison was a genius. The Declaration of Independence is, for me, the single greatest piece of American writing. You don't look satisfied. One's a set of laws and the other's a declaration of war. I want a human moment from you. What about the people? Why is America... It's not the greatest country in the world, Professor. That's my answer.",What is the answer?,Diversity and opportunity.,meeting_34,172
"Hi. My name is Jenny. I'm a sophomore, and this is for all three of you. Can you say in one sentence or less... Um, you know what I mean. Can you say why America is the greatest country in the world? Diversity and opportunity. Lewis. Freedom and freedom. So let's keep it that way. Will. The New York Jets. No, I'm gonna hold you to an answer on that. What makes America the greatest country in the world? Well, Lewis and Sharon said it, diversity, and opportunity, and freedom and freedom. I'm not letting you go back to the airport without answering the question. Well, our Constitution is a masterpiece. James Madison was a genius. The Declaration of Independence is, for me, the single greatest piece of American writing. You don't look satisfied. One's a set of laws and the other's a declaration of war. I want a human moment from you. What about the people? Why is America... It's not the greatest country in the world, Professor. That's my answer.",What makes America the greatest country in the world?,"diversity, and opportunity, and freedom and freedom",meeting_34,172
"Hi. My name is Jenny. I'm a sophomore, and this is for all three of you. Can you say in one sentence or less... Um, you know what I mean. Can you say why America is the greatest country in the world? Diversity and opportunity. Lewis. Freedom and freedom. So let's keep it that way. Will. The New York Jets. No, I'm gonna hold you to an answer on that. What makes America the greatest country in the world? Well, Lewis and Sharon said it, diversity, and opportunity, and freedom and freedom. I'm not letting you go back to the airport without answering the question. Well, our Constitution is a masterpiece. James Madison was a genius. The Declaration of Independence is, for me, the single greatest piece of American writing. You don't look satisfied. One's a set of laws and the other's a declaration of war. I want a human moment from you. What about the people? Why is America... It's not the greatest country in the world, Professor. That's my answer.",Who did she quote?,Lewis and Sharon,meeting_34,172
"Why? Why does anybody ever have to work late? They don't. They're usually lying. That's true, but I know that you can sell it. Now why would you make a dumb decision when I'm offering... Loyalty, I'm making a dumb decision out of loyalty. You're making a smart one out of ambition. Yeah. He can't remember your name, Maggie, and I'm the asshole. I was an intern, and he promoted me to his assistant. He didn't promote you, honey. He thought you were his assistant. You have to go back to your pizza meeting, but could you do me a favor and not talk about us in front of... Everybody here knows. Nobody here cares. They will once we start fighting in the middle of the newsroom, and one of us is gonna get fired. Do you think it's gonna be the hotshot EP out of Columbia J-school or you think it's gonna be the intern who got accidentally promoted to assistant? You're making a mistake. I'm used to them by now.",Why is he making a dumb decision?,loyalty,meeting_35,172
